Time,Numerical Velocity,Exact Velocity
13.3,12.9875966315244,12.9614813968157
13.4,13.0315946542256,13.0054933448469
13.5,13.0754441282609,13.0493568533363
13.6,13.1191465498248,13.0930734141595
13.7,13.1627033901466,13.1366444943687
13.8,13.2061160960696,13.1800715367666
13.9,13.2493860906139,13.2233559604641
14,13.292514773522,13.2664991614216
14.1,13.3355035217886,13.3095025129738
14.2,13.3783536901752,13.3523673663405
14.3,13.4210666117096,13.3950950511212
14.4,13.4636435981713,13.437686875777
14.5,13.5060859405627,13.4801441280976
14.6,13.548394909567,13.5224680756562
14.7,13.5905717559936,13.5646599662505
14.8,13.6326177112108,13.6067210283322
14.9,13.6745339875661,13.6486524714242
15,13.7163217787952,13.6904554865268
15.1,13.7579822604203,13.7321312465119
15.2,13.7995165901361,13.7736809065074
15.3,13.8409259081869,13.8151056042704
15.4,13.8822113377325,13.856406460551
15.5,13.9233739852046,13.8975845794461
15.6,13.9644149406538,13.9386410487434
15.7,14.005335278087,13.9795769402572
15.8,14.0461360557965,14.0203933101546
15.9,14.0868183166801,14.0610911992734
16,14.1273830885528,14.1016716334321
16.1,14.1678313844507,14.1421356237309
16.2,14.2081642029268,14.1824841668467
16.3,14.2483825283393,14.2227182453184
16.4,14.2884873311331,14.2628388278271
16.5,14.3284795681128,14.3028468694672
16.6,14.3683601827106,14.3427433120127
16.7,14.4081301052461,14.3825290841751
16.8,14.4477902531803,14.4222051018559
16.9,14.487341531363,14.4617722683929
17,14.5267848322744,14.5012314747994
17.1,14.5661210362608,14.5405835999994
17.2,14.6053510117639,14.5798295110549
17.3,14.6444756155457,14.6189700633897
17.4,14.6834956929066,14.6580061010065
17.5,14.7224120778996,14.6969384566991
17.6,14.7612255935386,14.7357679522601
17.7,14.7999370520017,14.7744953986833
17.8,14.8385472548303,14.8131215963608
17.9,14.8770569931231,14.8516473352766
18,14.9154670477254,14.8900733951947
18.1,14.9537781894148,14.9284005458436
18.2,14.9919911790814,14.9666295470958
18.3,15.030106767905,15.0047611491439
18.4,15.0681256975275,15.0427960926722
18.5,15.1060487002221,15.0807351090247
18.6,15.1438764990574,15.1185789203691
18.7,15.1816098080595,15.156328239857
18.8,15.219249332369,15.1939837717809
18.9,15.2567957683955,15.2315462117278
19,15.2942498039678,15.2690162467284
19.1,15.3316121184816,15.3063945554044
19.2,15.3688833830435,15.3436818081115
19.3,15.4060642606119,15.3808786670797
19.4,15.443155406135,15.4179857865509
19.5,15.4801574666855,15.4550038129126
19.6,15.5170710815928,15.4919333848297
19.7,15.5538968825718,15.5287751333728
19.8,15.5906354938499,15.5655296821443
19.9,15.6272875322902,15.6021976474012
20,15.6638536075126,15.638779638176
20.1,15.7003343220128,15.6752762563945
20.2,15.7367302712779,15.7116880969915
20.3,15.7730420439002,15.7480157480236
20.4,15.8092702216885,15.7842597907807
20.5,15.8454153797771,15.8204207998939
20.6,15.8814780867325,15.8564993434418
20.7,15.9174589046582,15.8924959830553
20.8,15.9533583892965,15.9284112740187
20.9,15.9891770901295,15.9642457653703
21,16.0249155504773,16
21.1,16.0605743075939,16.0356745147455
21.2,16.0961538927621,16.071269840486
21.3,16.1316548313861,16.1067865022348
21.4,16.1670776430816,16.1422250192292
21.5,16.2024228417652,16.1775859050195
21.6,16.2376909357416,16.2128696675556
21.7,16.2728824277887,16.2480768092719
21.8,16.3079978152417,16.2832078271715
21.9,16.343037590075,16.318263212907
22,16.3780022389831,16.3532434528619
22.1,16.4128922434592,16.3881490282286
22.2,16.4477080798732,16.4229804150856
22.3,16.4824502195472,16.4577380844739
22.4,16.5171191288306,16.4924225024707
22.5000000000001,16.5517152691727,16.5270341302624
22.6000000000001,16.5862390971951,16.5615734242165
22.7000000000001,16.6206910647617,16.5960408359516
22.8000000000001,16.655071619048,16.630436812406
22.9000000000001,16.6893812026091,16.6647617959059
23.0000000000001,16.7236202534457,16.6990162242314
23.1000000000001,16.7577892050704,16.7332005306815
23.2000000000001,16.7918884865708,16.7673151441385
23.3000000000001,16.8259185226734,16.8013604891305
23.4000000000001,16.8598797338048,16.8353369858929
23.5000000000001,16.8937725361528,16.8692450504292
23.6000000000001,16.9275973417257,16.9030850945704
23.7000000000001,16.9613545584111,16.9368575260331
23.8000000000001,16.9950445900334,16.9705627484772
23.9000000000001,17.0286678364098,17.0042011615617
24.0000000000001,17.0622246934063,17.0377731610007
24.1000000000001,17.0957155529922,17.0712791386168
24.2000000000001,17.1291408032929,17.1047194823952
24.3000000000001,17.1625008286433,17.1380945765358
24.4000000000001,17.195796009639,17.1714048015048
24.5000000000001,17.2290267231871,17.2046505340853
24.6000000000001,17.2621933425563,17.2378321474267
24.7000000000001,17.2952962374253,17.2709500110942
24.8000000000001,17.3283357739319,17.3040044911163
24.9000000000001,17.3613123147194,17.3369959500321
25.0000000000001,17.3942262189837,17.3699247469379
25.1000000000001,17.4270778425187,17.4027912375327
25.2000000000001,17.4598675377615,17.4355957741627
25.3000000000001,17.4925956538364,17.4683387058661
25.4000000000001,17.5252625365985,17.5010203784155
25.5000000000001,17.5578685286762,17.5336411343615
25.6000000000001,17.5904139695135,17.5662013130736
25.7000000000001,17.6228991954109,17.5987012507823
25.8000000000001,17.6553245395664,17.6311412806189
25.9000000000001,17.6876903321151,17.6635217326557
26.0000000000001,17.7199969001689,17.6958429339452
26.1000000000001,17.7522445678546,17.7281052085584
26.2000000000001,17.7844336563524,17.760308877623
26.3000000000001,17.8165644839329,17.7924542593603
26.4000000000001,17.848637365994,17.8245416691226
26.5000000000001,17.8806526150974,17.8565714194283
26.6000000000001,17.9126105410037,17.8885438199984
26.7000000000001,17.9445114507075,17.9204591777906
26.8000000000001,17.9763556484723,17.9523177970343
26.9000000000001,18.0081434358639,17.9841199792643
27.0000000000001,18.0398751117839,18.0158660233537
27.1000000000001,18.0715509725029,18.0475562255472
27.2000000000001,18.1031713116922,18.079190879493
27.3000000000001,18.1347364204563,18.1107702762749
27.4000000000001,18.1662465873636,18.1422947044429
27.5000000000001,18.1977020984776,18.1737644500449
27.6000000000001,18.2291032373872,18.205179796656
27.7000000000001,18.2604502852363,18.2365410254091
27.8000000000001,18.2917435207536,18.2678484150238
27.9000000000001,18.3229832202815,18.2991022418354
28.0000000000001,18.3541696578041,18.3303027798234
28.1000000000001,18.3853031049762,18.3614503006396
28.2000000000001,18.41638383115,18.3925450736356
28.3000000000001,18.447412103403,18.4235873658898
28.4000000000001,18.4783881865645,18.4545774422345
28.5000000000001,18.509312343242,18.4855155652821
28.6000000000001,18.5401848338473,18.5164019954511
28.7000000000001,18.5710059166224,18.5472369909915
28.8000000000001,18.601775847664,18.5780208080102
28.9000000000001,18.6324948809492,18.6087537004958
29.0000000000001,18.6631632683595,18.639435920343
29.1000000000001,18.6937812597049,18.6700677173767
29.2000000000001,18.724349102748,18.7006493393756
29.3000000000001,18.7548670432272,18.7311810320958
29.4000000000001,18.7853353248797,18.7616630392938
29.5000000000001,18.8157541894645,18.792095602749
29.6000000000002,18.8461238767848,18.8224789622865
29.7000000000002,18.8764446247096,18.8528133557985
29.8000000000002,18.9067166691963,18.8830990192667
29.9000000000002,18.9369402443112,18.9133361867833
30.0000000000002,18.9671155822516,18.9435250905724
30.1000000000002,18.9972429133658,18.9736659610103
30.2000000000002,19.0273224661743,19.0037590266468
30.3000000000002,19.0573544673896,19.0338045142246
30.4000000000002,19.0873391419365,19.0638026486998
30.5000000000002,19.1172767129714,19.0937536532613
30.6000000000002,19.147167401902,19.1236577493503
30.7000000000002,19.1770114284065,19.1535151566793
30.8000000000002,19.2068090104522,19.1833260932509
30.9000000000002,19.2365603643141,19.2130907753765
31.0000000000002,19.2662657045936,19.2428094176946
31.1000000000002,19.2959252442361,19.2724822331887
31.2000000000002,19.3255391945492,19.3021094332052
31.3000000000002,19.3551077652202,19.3316912274712
31.4000000000002,19.3846311643332,19.3612278241114
31.5000000000002,19.4141095983867,19.3907194296654
31.6000000000002,19.4435432723099,19.4201662491045
31.7000000000002,19.4729323894799,19.4495684858486
31.8000000000002,19.5022771517375,19.4789263417821
31.9000000000002,19.5315777594041,19.5082400172704
32.0000000000002,19.5608344112972,19.5375097111758
32.1000000000002,19.590047304746,19.5667356208731
32.2000000000002,19.6192166356077,19.5959179422655
32.3000000000002,19.6483425982821,19.6250568697994
32.4000000000002,19.6774253857269,19.6541525964799
32.5000000000002,19.7064651894729,19.6832053138856
32.6000000000002,19.7354621996386,19.7122152121833
32.7000000000002,19.7644166049445,19.7411824801426
32.8000000000002,19.793328592728,19.77010730515
32.9000000000002,19.8221983489568,19.7989898732234
33.0000000000002,19.8510260582435,19.8278303690257
33.1000000000002,19.8798119038594,19.856628975879
33.2000000000002,19.9085560677474,19.8853858757776
33.3000000000002,19.9372587305365,19.9141012494019
33.4000000000002,19.9659200715539,19.9427752761317
33.5000000000002,19.9945402688391,19.9714081340587
33.6000000000002,20.0231194991562,20.0000000000001
33.7000000000002,20.051657938007,20.0285510495108
33.8000000000002,20.0801557596433,20.0570614568963
33.9000000000002,20.1086131370794,20.0855313952251
34.0000000000002,20.1370302421047,20.1139610363407
34.1000000000002,20.1654072452952,20.1423505508739
34.2000000000002,20.1937443160262,20.1707001082547
34.3000000000002,20.2220416224834,20.1990098767242
34.4000000000002,20.250299331675,20.2272800233462
34.5000000000002,20.2785176094431,20.2555107140185
34.6000000000002,20.306696620475,20.2837021134845
34.7000000000002,20.3348365283147,20.3118543853443
34.8000000000002,20.3629374953735,20.339967692066
34.9000000000002,20.3909996829414,20.3680421949962
35.0000000000002,20.4190232511977,20.3960780543712
35.1000000000002,20.4470083592217,20.4240754293275
35.2000000000002,20.4749551650032,20.4520344779124
35.3000000000002,20.5028638254532,20.4799553570943
35.4000000000002,20.5307344964138,20.507838222773
35.5000000000002,20.5585673326685,20.5356832297902
35.6000000000002,20.5863624879525,20.563490531939
35.7000000000002,20.6141201149623,20.5912602819741
35.8000000000002,20.6418403653655,20.6189926316215
35.9000000000002,20.6695233898107,20.6466877315883
36.0000000000002,20.697169337937,20.6743457315721
36.1000000000002,20.7247783583831,20.7019667802707
36.2000000000002,20.7523505987973,20.729551025391
36.3000000000002,20.7798862058462,20.7570986136585
36.4000000000002,20.8073853252238,20.7846096908266
36.5000000000002,20.834848101661,20.812084401685
36.6000000000003,20.8622746789339,20.8395228900692
36.7000000000003,20.8896651998729,20.8669252988689
36.8000000000003,20.9170198063714,20.8942917700369
36.9000000000003,20.9443386393944,20.9216224445976
37.0000000000003,20.9716218389867,20.9489174626553
37.1000000000003,20.9988695442818,20.9761769634031
37.2000000000003,21.0260818935096,21.0034010851305
37.3000000000003,21.0532590240051,21.030589965232
37.4000000000003,21.0804010722161,21.0577437402152
37.5000000000003,21.1075081737116,21.0848625457087
37.6000000000003,21.1345804631891,21.11194651647
37.7000000000003,21.1616180744833,21.1389957863931
37.8000000000003,21.1886211405729,21.1660104885168
37.9000000000003,21.2155897935889,21.1929907550317
38.0000000000003,21.242524164822,21.2199367172882
38.1000000000003,21.2694243847297,21.2468485058037
38.2000000000003,21.2962905829442,21.2737262502701
38.3000000000003,21.3231228882794,21.300570079561
38.4000000000003,21.3499214287381,21.327380121739
38.5000000000003,21.3766863315194,21.3541565040627
38.6000000000003,21.4034177230254,21.380899352994
38.7000000000003,21.4301157288684,21.4076087942049
38.8000000000003,21.4567804738776,21.4342849525841
38.9000000000003,21.4834120821063,21.4609279522446
39.0000000000003,21.5100106768381,21.4875379165294
39.1000000000003,21.536576380594,21.5141149680192
39.2000000000003,21.563109315139,21.5406592285381
39.3000000000003,21.5896096014881,21.5671708191608
39.4000000000003,21.6160773599134,21.5936498602186
39.5000000000003,21.6425127099501,21.6200964713059
39.6000000000003,21.6689157704027,21.6465107712867
39.7000000000003,21.6952866593518,21.6728928783005
39.8000000000003,21.7216254941596,21.6992429097687
39.9000000000003,21.7479323914764,21.7255609824005
40.0000000000003,21.7742074672465,21.7518472121993
40.1000000000003,21.8004508367142,21.7781017144681
40.2000000000003,21.8266626144296,21.804324603816
40.3000000000003,21.8528429142548,21.8305159941636
40.4000000000003,21.8789918493691,21.856675998749
40.5000000000003,21.9051095322753,21.8828047301333
40.6000000000003,21.9311960748049,21.9089023002067
40.7000000000003,21.9572515881238,21.9349688201935
40.8000000000003,21.9832761827383,21.9610044006579
40.9000000000003,22.0092699684997,21.9870091515098
41.0000000000003,22.0352330546106,22.0129831820095
41.1000000000003,22.0611655496294,22.0389266007737
41.2000000000003,22.0870675614766,22.0648395157805
41.3000000000003,22.1129391974391,22.0907220343746
41.4000000000003,22.1387805641758,22.1165742632728
41.5000000000003,22.164591767723,22.1423963085687
41.6000000000003,22.190372913499,22.1681882757382
41.7000000000003,22.2161241063093,22.193950269644
41.8000000000003,22.2418454503518,22.2196823945413
41.9000000000003,22.2675370492213,22.2453847540821
42.0000000000003,22.2931990059148,22.2710574513202
42.1000000000003,22.3188314228361,22.2967005887163
42.2000000000003,22.3444344018005,22.3223142681425
42.3000000000003,22.3700080440397,22.3478985908871
42.4000000000003,22.3955524502063,22.3734536576594
42.5000000000003,22.4210677203788,22.398979568594
42.6000000000003,22.4465539540656,22.4244764232556
42.7000000000003,22.4720112502099,22.4499443206437
42.8000000000003,22.4974397071943,22.4753833591968
42.9000000000003,22.5228394228449,22.5007936367969
43.0000000000003,22.5482104944358,22.5261752507738
43.1000000000003,22.5735530186938,22.5515282979099
43.2000000000003,22.598867091802,22.576852874444
43.3000000000003,22.6241528094049,22.6021490760756
43.4000000000003,22.6494102666119,22.6274169979696
43.5000000000003,22.674639558002,22.6526567347599
43.6000000000004,22.6998407776274,22.6778683805537
43.7000000000004,22.7250140190182,22.703052028936
43.8000000000004,22.7501593751861,22.7282077729731
43.9000000000004,22.7752769386284,22.7533357052167
44.0000000000004,22.8003668013321,22.7784359177084
44.1000000000004,22.8254290547777,22.8035085019829
44.2000000000004,22.8504637899434,22.8285535490723
44.3000000000004,22.8754710973084,22.8535711495101
44.4000000000004,22.9004510668574,22.8785613933345
44.5000000000004,22.9254037880837,22.9035243700928
44.6000000000004,22.9503293499936,22.9284601688445
44.7000000000004,22.9752278411095,22.9533688781657
44.8000000000004,23.0000993494741,22.9782505861522
44.9000000000004,23.0249439626536,23.0031053804233
45.0000000000004,23.0497617677417,23.0279333481257
45.1000000000004,23.0745528513627,23.0527345759364
45.2000000000004,23.0993172996755,23.0775091500671
45.3000000000004,23.1240551983768,23.102257156267
45.4000000000004,23.1487666327047,23.1269786798264
45.5000000000004,23.1734516874419,23.1516738055805
45.6000000000004,23.1981104469196,23.1763426179124
45.7000000000004,23.2227429950203,23.2009852007564
45.8000000000004,23.2473494151814,23.2256016376019
45.9000000000004,23.2719297903985,23.250192011496
46.0000000000004,23.2964842032287,23.2747564050473
46.1000000000004,23.3210127357937,23.2992949004288
46.2000000000004,23.3455154697831,23.3238075793813
46.3000000000004,23.3699924864576,23.3482945232165
46.4000000000004,23.3944438666521,23.3727558128202
46.5000000000004,23.4188696907788,23.3971915286552
46.6000000000004,23.4432700388303,23.4216017507649
46.7000000000004,23.4676449903828,23.4459865587757
46.8000000000004,23.4919946245989,23.4703460319005
46.9000000000004,23.5163190202306,23.4946802489416
47.0000000000004,23.5406182556228,23.5189892882934
47.1000000000004,23.5648924087152,23.543273227946
47.2000000000004,23.5891415570465,23.5675321454873
47.3000000000004,23.6133657777561,23.5917661181064
47.4000000000004,23.6375651475879,23.6159752225965
47.5000000000004,23.6617397428924,23.6401595353574
47.6000000000004,23.6858896396303,23.6643191323986
47.7000000000004,23.7100149133744,23.688454089342
47.8000000000004,23.734115639313,23.7125644814246
47.9000000000004,23.7581918922526,23.7366503835014
48.0000000000004,23.7822437466201,23.7607118700479
48.1000000000004,23.8062712764662,23.7847490151629
48.2000000000004,23.8302745554675,23.8087618925711
48.3000000000004,23.8542536569293,23.8327505756261
48.4000000000004,23.8782086537884,23.8567151373122
48.5000000000004,23.9021396186155,23.8806556502479
48.6000000000004,23.9260466236179,23.904572186688
48.7000000000004,23.9499297406417,23.9284648185259
48.8000000000004,23.9737890411748,23.9523336172969
48.9000000000004,23.9976245963491,23.9761786541798
49.0000000000004,24.0214364769431,24.0000000000001
49.1000000000004,24.0452247533843,24.023797725232
49.2000000000004,24.0689894957516,24.047571900001
49.3000000000004,24.0927307737779,24.0713225940864
49.4000000000004,24.116448656852,24.0950498769236
49.5000000000004,24.1401432140216,24.1187538176061
49.6000000000004,24.1638145139954,24.1424344848888
49.7000000000004,24.1874626251451,24.1660919471892
49.8000000000004,24.2110876155083,24.1897262725906
49.9000000000004,24.2346895527902,24.2133375288439
50.0000000000004,24.2582685043664,24.2369257833698
50.1000000000004,24.2818245372846,24.2604911032616
50.2000000000004,24.3053577182674,24.2840335552867
50.3000000000004,24.3288681137141,24.3075532058895
50.4000000000004,24.3523557897028,24.331050121193
50.5000000000004,24.3758208119932,24.3545243670013
50.6000000000004,24.399263246028,24.3779760088019
50.7000000000005,24.4226831569354,24.4014051117672
50.8000000000005,24.4460806095313,24.4248117407573
50.9000000000005,24.4694556683211,24.4481959603217
51.0000000000005,24.4928083975021,24.4715578347017
51.1000000000005,24.5161388609653,24.4948974278319
51.2000000000005,24.5394471222975,24.5182148033429
51.3000000000005,24.5627332447835,24.5415100245629
51.4000000000005,24.5859972914079,24.5647831545197
51.5000000000005,24.6092393248571,24.5880342559432
51.6000000000005,24.6324594075214,24.6112633912664
51.7000000000005,24.6556576014968,24.6344706226285
51.8000000000005,24.6788339685873,24.657656011876
51.9000000000005,24.7019885703061,24.6808196205649
52.0000000000005,24.7251214678784,24.7039615099627
52.1000000000005,24.7482327222426,24.7270817410502
52.2000000000005,24.7713223940524,24.7501803745232
52.3000000000005,24.7943905436787,24.7732574707948
52.4000000000005,24.8174372312116,24.7963130899968
52.5000000000005,24.8404625164618,24.8193472919818
52.6000000000005,24.8634664589629,24.8423601363249
52.7000000000005,24.8864491179727,24.8653516823253
52.8000000000005,24.9094105524755,24.8883219890088
52.9000000000005,24.9323508211834,24.9112711151285
53.0000000000005,24.9552699825383,24.9341991191675
53.1000000000005,24.9781680947137,24.9571060593401
53.2000000000005,25.0010452156163,24.9799919935937
53.3000000000005,25.0239014028877,25.0028569796106
53.4000000000005,25.0467367139061,25.0257010748095
53.5000000000005,25.0695512057881,25.0485243363472
53.6000000000005,25.0923449353901,25.0713268211205
53.7000000000005,25.1151179593103,25.0941085857675
53.8000000000005,25.1378703338902,25.1168696866697
53.9000000000005,25.1606021152161,25.1396101799532
54.0000000000005,25.1833133591208,25.1623301214904
54.1000000000005,25.2060041211854,25.1850295669018
54.2000000000005,25.2286744567404,25.2077085715576
54.3000000000005,25.2513244208679,25.2303671905788
54.4000000000005,25.2739540684026,25.2530054788394
54.5000000000005,25.2965634539337,25.2756234909675
54.6000000000005,25.3191526318064,25.2982212813472
54.7000000000005,25.3417216561232,25.3207989041196
54.8000000000005,25.3642705807457,25.3433564131849
54.9000000000005,25.3867994592959,25.3658938622036
55.0000000000005,25.4093083451579,25.3884113045979
55.1000000000005,25.4317972914789,25.4109087935534
55.2000000000005,25.4542663511713,25.4333863820206
55.3000000000005,25.4767155769139,25.4558441227158
55.4000000000005,25.499145021153,25.4782820681235
55.5000000000005,25.5215547361044,25.5007002704969
55.6000000000005,25.5439447737544,25.5230987818599
55.7000000000005,25.5663151858615,25.5454776540082
55.8000000000005,25.5886660239574,25.5678369385111
55.9000000000005,25.6109973393489,25.5901766867122
56.0000000000005,25.6333091831189,25.6124969497315
56.1000000000005,25.6556016061278,25.6347977784663
56.2000000000005,25.6778746590151,25.6570792235929
56.3000000000005,25.7001283922004,25.6793413355673
56.4000000000005,25.7223628558851,25.7015841646276
56.5000000000005,25.7445781000534,25.7238077607941
56.6000000000005,25.7667741744737,25.7460121738717
56.7000000000005,25.7889511287001,25.7681974534504
56.8000000000005,25.8111090120734,25.790363648907
56.9000000000005,25.8332478737225,25.8125108094064
57.0000000000005,25.8553677625658,25.8346389839026
57.1000000000005,25.8774687273123,25.8567482211402
57.2000000000005,25.8995508164629,25.8788385696556
57.3000000000005,25.9216140783117,25.9009100777781
57.4000000000005,25.943658560947,25.9229627936316
57.5000000000005,25.9656843122529,25.944996765135
57.6000000000005,25.9876913799102,25.9670120400042
57.7000000000006,26.0096798113978,25.9890086657529
57.8000000000006,26.0316496539938,26.0109866896939
57.9000000000006,26.0536009547767,26.0329461589404
58.0000000000006,26.0755337606265,26.054887120407
58.1000000000006,26.097448118226,26.0768096208107
58.2000000000006,26.119344074062,26.0987137066727
58.3000000000006,26.1412216744262,26.1205994243187
58.4000000000006,26.1630809654167,26.142466819881
58.5000000000006,26.1849219929388,26.1643159392986
58.6000000000006,26.2067448027063,26.1861468283192
58.7000000000006,26.2285494402426,26.2079595324998
58.8000000000006,26.2503359508817,26.2297540972081
58.9000000000006,26.2721043797695,26.2515305676234
59.0000000000006,26.2938547718648,26.2732889887376
59.1000000000006,26.3155871719403,26.2950294053568
59.2000000000006,26.3373016245837,26.3167518621017
59.3000000000006,26.3589981741989,26.3384564034093
59.4000000000006,26.380676865007,26.3601430735334
59.5000000000006,26.4023377410471,26.381811916546
59.6000000000006,26.4239808461779,26.4034629763382
59.7000000000006,26.4456062240782,26.4250962966215
59.8000000000006,26.4672139182482,26.4467119209284
59.9000000000006,26.4888039720103,26.4683098926138
60.0000000000006,26.5103764285105,26.4898902548556
60.1000000000006,26.5319313307191,26.5114530506562
60.2000000000006,26.5534687214316,26.5329983228433
60.3000000000006,26.5749886432702,26.5545261140707
60.4000000000006,26.5964911386842,26.5760364668195
60.5000000000006,26.6179762499513,26.597529423399
60.6000000000006,26.6394440191785,26.6190050259478
60.7000000000006,26.660894488303,26.6404633164345
60.8000000000006,26.6823276990934,26.6619043366589
60.9000000000006,26.7037436931503,26.6833281282528
61.0000000000006,26.7251425119075,26.7047347326811
61.1000000000006,26.7465241966328,26.7261241912426
61.2000000000006,26.7678887884291,26.7474965450709
61.3000000000006,26.7892363282349,26.7688518351355
61.4000000000006,26.8105668568258,26.7901901022425
61.5000000000006,26.8318804148151,26.8115113870358
61.6000000000006,26.8531770426546,26.8328157299976
61.7000000000006,26.8744567806357,26.8541031714497
61.8000000000006,26.8957196688903,26.8753737515541
